stim_name,wtc_code,window_start_s,window_end_s,window_center_s,midi_path,mtb_n_note_onsets,mtb_note_onset_density_per_s,mtb_pitch_mean,mtb_pitch_std,mtb_duration_mean_s,mtb_duration_std_s,mtb_ioi_mean_s,mtb_ioi_std_s,mtb_ioi_cv,mtb_active_note_count,mtb_approx_polyphony
track1,wtc1p15,2.5,3.5,3,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,59.9166666666667,6.8815739919048,0.0891927083333334,0.0301837306749674,0.0857007575757576,0.0362569689454556,0.423064742612167,13,1.08333333333333
track1,wtc1p15,2.75,3.75,3.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,10,10,59,4.29469957557504,0.0864583333333334,0.0253540587241684,0.0925925925925927,0.0271449591568903,0.293165558894415,12,1.2
track1,wtc1p15,3,4,3.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,57.9166666666667,6.25893301004592,0.0833333333333335,0.0266269457367471,0.084753787878788,0.033620258363249,0.396681484151854,13,1.08333333333333
track1,wtc1p15,3.25,4.25,3.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,57.5,5.85429135529889,0.0833333333333334,0.0266616539145093,0.0842803030303032,0.0330231073265851,0.391824734122177,12,1
track1,wtc1p15,3.5,4.5,4,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,57.9090909090909,6.25227231419978,0.0860558712121213,0.0231350167273359,0.0912760416666668,0.0290341551050477,0.318091742092391,12,1.09090909090909
track1,wtc1p15,3.75,4.75,4.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,58.3636363636364,6.12001188352976,0.0888967803030304,0.0244714839249536,0.0914062500000002,0.0291981683387233,0.319432952765519,12,1.09090909090909
track1,wtc1p15,4,5,4.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,57.8181818181818,3.2807981290589,0.0840435606060606,0.0260570503803964,0.0919270833333334,0.0338218774079236,0.367920706080528,13,1.18181818181818
track1,wtc1p15,4.25,5.25,4.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,57.5833333333333,6.54298143514148,0.0818142361111112,0.0274019342474174,0.0835700757575758,0.040535668099312,0.485050034140209,13,1.08333333333333
track1,wtc1p15,4.5,5.5,5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,58.1818181818182,7.01167856961772,0.0857007575757576,0.0270684190068132,0.0826822916666666,0.0422068303479295,0.510470011137164,12,1.09090909090909
track1,wtc1p15,4.75,5.75,5.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,59,6.8490211643045,0.0819227430555555,0.0257587516457327,0.0852272727272726,0.0408794599743001,0.479652330365122,13,1.08333333333333
track1,wtc1p15,5,6,5.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,59.6363636363636,6.80106943462169,0.0787168560606059,0.0261609484107273,0.0815104166666666,0.0359861117811655,0.441490956037303,12,1.09090909090909
track1,wtc1p15,5.25,6.25,5.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,58.75,3.95715692247489,0.0783420138888889,0.02677606357105,0.0812026515151515,0.0300398990911304,0.369937416212638,14,1.16666666666667
track1,wtc1p15,5.5,6.5,6,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,58.5833333333333,3.75277674973257,0.074435763888889,0.024915476525895,0.0819128787878789,0.0302882302873475,0.369761516571548,13,1.08333333333333
track1,wtc1p15,5.75,6.75,6.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,57.4166666666667,3.3967453227875,0.0787760416666669,0.0257170822973913,0.0846354166666668,0.0306805759896315,0.362502805539031,13,1.08333333333333
track1,wtc1p15,6,7,6.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,56.3636363636364,4.03169262897675,0.0883049242424245,0.0210826406398216,0.0912760416666669,0.0257393476117854,0.28199456442013,11,1
track1,wtc1p15,6.25,7.25,6.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,55.2727272727273,5.08115949544804,0.0881865530303032,0.0217419916882652,0.0928385416666671,0.032276320371483,0.347660786049072,12,1.09090909090909
track1,wtc1p15,6.5,7.5,7,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,55,4.93595344018117,0.0898437500000002,0.0242963941518397,0.0858191287878791,0.0397357543133274,0.463017451639985,12,1
track1,wtc1p15,6.75,7.75,7.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,54.8333333333333,7.46912838207235,0.0845269097222225,0.0286267710191949,0.0788352272727275,0.044528065631316,0.564824472152187,13,1.08333333333333
track1,wtc1p15,7,8,7.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,13,13,57.1538461538462,7.8192727053752,0.0898437500000004,0.0314887077996966,0.080946180555556,0.0459646761831685,0.567842433919676,14,1.07692307692308
track1,wtc1p15,7.25,8.25,7.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,59.3636363636364,7.28385512311615,0.0980113636363641,0.0309177811227095,0.083463541666667,0.040805305671201,0.48889976217601,12,1.09090909090909
track1,wtc1p15,7.5,8.5,8,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,59.8181818181818,7.61338534185919,0.0976562500000008,0.0338491582833764,0.0855468750000005,0.0443178280661449,0.518053149996942,12,1.09090909090909
track1,wtc1p15,7.75,8.75,8.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,61.0833333333333,5.66421515598881,0.0979817708333336,0.030898457702413,0.0904356060606065,0.044222413918235,0.488993393692732,13,1.08333333333333
track1,wtc1p15,8,9,8.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,60.1666666666667,7.83736195567376,0.0903862847222225,0.0328441365218434,0.0804924242424245,0.0519131927448691,0.644945076924489,13,1.08333333333333
track1,wtc1p15,8.25,9.25,8.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,60.1666666666667,7.83736195567376,0.0848524305555558,0.0312047560208659,0.0787168560606065,0.0507223337326221,0.644364323869457,13,1.08333333333333
track1,wtc1p15,8.5,9.5,9,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,59.9166666666667,8.59659904564096,0.078342013888889,0.0289287069242059,0.0834517045454549,0.0533963865299916,0.639847763695556,13,1.08333333333333
track1,wtc1p15,8.75,9.75,9.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,59.6363636363636,8.82352228163705,0.0764678030303034,0.0300049892605212,0.0830729166666673,0.0577299366653412,0.6949308990436,12,1.09090909090909
track1,wtc1p15,9,10,9.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,10,10,60.1,6.95141872010471,0.074479166666667,0.026908322096192,0.0859375000000006,0.0484490493623416,0.563770756216334,12,1.2
track1,wtc1p15,9.25,10.25,9.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,59.75,7.20006313103636,0.0764973958333335,0.0311369730369369,0.0777698863636367,0.0458070285440014,0.589007271141129,13,1.08333333333333
track1,wtc1p15,9.5,10.5,10,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,60,6.2812853345908,0.0821397569444444,0.0298239277731405,0.0809659090909091,0.0508607090072765,0.628174370896888,13,1.08333333333333
track1,wtc1p15,9.75,10.75,10.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,60.5833333333333,5.85364429352788,0.0831163194444442,0.029820697616579,0.08203125,0.0508946383660375,0.620429877224076,13,1.08333333333333
track1,wtc1p15,10,11,10.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,60.5833333333333,5.85364429352788,0.0890842013888887,0.0326181069706741,0.0788352272727271,0.0486197415791971,0.61672609138297,12,1
track1,wtc1p15,10.25,11.25,10.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,61.3636363636364,6.05429974931416,0.0842803030303028,0.0306866038051369,0.0772135416666666,0.0533238056290895,0.690601732262071,12,1.09090909090909
track1,wtc1p15,10.5,11.5,11,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,61.75,5.70685393348926,0.0835503472222219,0.0304447290488375,0.0806107954545453,0.0540245485916969,0.6701899948644,13,1.08333333333333
track1,wtc1p15,10.75,11.75,11.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,61.4166666666667,5.77547059606926,0.0831163194444442,0.0299238896809459,0.084398674242424,0.0547458090122284,0.648657215337036,13,1.08333333333333
track1,wtc1p15,11,12,11.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,61.4166666666667,5.77547059606926,0.0758463541666664,0.0232136630917881,0.0821496212121208,0.0527768108111009,0.64244740307231,13,1.08333333333333
track1,wtc1p15,11.25,12.25,11.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,13,13,60.6923076923077,5.61819388808384,0.0707131410256409,0.0217385832435239,0.0826822916666665,0.0481738840051541,0.582638471117455,13,1
track1,wtc1p15,11.5,12.5,12,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,60.5833333333333,5.85364429352788,0.064670138888889,0.0198663902070557,0.0793087121212123,0.0482630656767962,0.60854683408593,13,1.08333333333333
track1,wtc1p15,11.75,12.75,12.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,60.25,6.74368391365378,0.0628255208333335,0.0232865840378734,0.08297821969697,0.0458957719715475,0.553106250521586,13,1.08333333333333
track1,wtc1p15,12,13,12.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,62.0833333333333,8.31710541139418,0.069227430555556,0.0304092702691605,0.0815577651515154,0.0458151032314313,0.561750351377548,12,1
track1,wtc1p15,12.25,13.25,12.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,65.5833333333333,9.07001386521275,0.0817057291666668,0.0374309070256325,0.080847537878788,0.0450394918032028,0.557091693636101,13,1.08333333333333
track1,wtc1p15,12.5,13.5,13,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,68,8.79772697916911,0.0924479166666667,0.0355781017451007,0.087109375,0.0377052498515479,0.432849505022254,12,1.09090909090909
track1,wtc1p15,12.75,13.75,13.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,69.7272727272727,6.27839006578771,0.0910274621212122,0.0340262779734153,0.0864583333333334,0.0432166146435604,0.49985481997371,13,1.18181818181818
track1,wtc1p15,13,14,13.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,13,13,67.0769230769231,6.87339724907485,0.078625801282051,0.033036920881097,0.0812717013888887,0.0464902213523525,0.572034552714661,14,1.07692307692308
track1,wtc1p15,13.25,14.25,13.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,65.8181818181818,5.72395286175877,0.0744554924242422,0.0281431882126292,0.0854166666666664,0.0426638487839009,0.499479205274938,12,1.09090909090909
track1,wtc1p15,13.5,14.5,14,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,63.5,7.84509111135457,0.0695529513888888,0.0258721896112337,0.0778882575757575,0.0466531867833519,0.598975869218476,13,1.08333333333333
track1,wtc1p15,13.75,14.75,14.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,63.6666666666667,7.27802837104232,0.0775824652777775,0.0253486038576765,0.0896070075757575,0.0424879116516861,0.474158358828857,12,1
track1,wtc1p15,14,15,14.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,63.3636363636364,7.5136239894305,0.0789535984848482,0.0278126507344683,0.0882812499999996,0.040719115814896,0.461243081797054,13,1.18181818181818
track1,wtc1p15,14.25,15.25,14.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,62.2727272727273,7.40393016027176,0.0873579545454542,0.0318755454313108,0.0863281249999996,0.0404789951847505,0.468896957796206,12,1.09090909090909
track1,wtc1p15,14.5,15.5,15,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,61.7272727272727,3.74408624609287,0.0888967803030297,0.0342875451447282,0.0869791666666659,0.042253891517582,0.48579324379496,12,1.09090909090909
track1,wtc1p15,14.75,15.75,15.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,62.8333333333333,5.49103953286763,0.0856119791666662,0.0354775624328699,0.0787168560606057,0.0452269743197987,0.574552600080694,13,1.08333333333333
track1,wtc1p15,15,16,15.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,63.9166666666667,5.71216140167519,0.0878906249999994,0.0337698359626431,0.0819128787878786,0.0504847599461594,0.616322618533463,13,1.08333333333333
track1,wtc1p15,15.25,16.25,15.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,63.5833333333333,5.97659576763369,0.0830078124999991,0.028662642494219,0.0778882575757571,0.0473135524548354,0.607454241851751,13,1.08333333333333
track1,wtc1p15,15.5,16.5,16,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,13,13,63.3846153846154,6.72728847727004,0.0823317307692299,0.026317730784973,0.0817057291666661,0.0444519364178674,0.544049197911114,14,1.07692307692308
track1,wtc1p15,15.75,16.75,16.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,59.5833333333333,7.03831505318416,0.0827907986111101,0.0295331034499117,0.0793087121212114,0.0461512946525451,0.581919607798067,13,1.08333333333333
track1,wtc1p15,16,17,16.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,59.3333333333333,7.66732539989525,0.0820312499999994,0.0290942858653147,0.0790719696969688,0.0447435352965821,0.565858362553188,13,1.08333333333333
track1,wtc1p15,16.25,17.25,16.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,58.6666666666667,7.94679275881252,0.0814887152777777,0.0285404955308608,0.0764678030303026,0.0433462384265618,0.566856071559747,13,1.08333333333333
track1,wtc1p15,16.5,17.5,17,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,57.9166666666667,8.89799092066532,0.0848524305555556,0.0276761749593372,0.0770596590909091,0.0478125928400767,0.620462034274912,13,1.08333333333333
track1,wtc1p15,16.75,17.75,17.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,58.3333333333333,9.31600122305052,0.0836588541666673,0.0289834879999862,0.0770596590909091,0.0491139833144041,0.63735012448554,13,1.08333333333333
track1,wtc1p15,17,18,17.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,55.75,10.7882511852646,0.0952690972222226,0.0314899314620698,0.0802556818181821,0.0514290700707561,0.640815315571896,13,1.08333333333333
track1,wtc1p15,17.25,18.25,17.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,14,14,61.2142857142857,14.6244188388334,0.0996093750000002,0.0373375484895587,0.0760216346153846,0.0507215039311491,0.667198280959937,14,1
track1,wtc1p15,17.5,18.5,18,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,65.5833333333333,16.0423209232972,0.10470920138889,0.03766215636397,0.0806107954545458,0.0497336334296313,0.616959963602825,13,1.08333333333333
track1,wtc1p15,17.75,18.75,18.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,70.6363636363636,15.6094377046243,0.110085227272728,0.0307708692373762,0.0893229166666671,0.0447204496823503,0.500660427930683,12,1.09090909090909
track1,wtc1p15,18,19,18.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,74.5833333333333,10.4137874808818,0.0950520833333342,0.0347749560100187,0.0901988636363643,0.0413033103155666,0.457913865545806,13,1.08333333333333
track1,wtc1p15,18.25,19.25,18.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,71.7272727272727,10.6685604379495,0.0795454545454552,0.0267257452151946,0.0899739583333339,0.0394199023959897,0.438125687990158,13,1.18181818181818
track1,wtc1p15,18.5,19.5,19,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,70.6363636363636,10.05258899262,0.0717329545454545,0.0231496688394654,0.0890625,0.0389765644235991,0.437631600545674,12,1.09090909090909
track1,wtc1p15,18.75,19.75,19.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,67.5,12.8097973868016,0.0673828124999997,0.0230738104455281,0.0799005681818179,0.0405751928553951,0.507821080359081,13,1.08333333333333
track1,wtc1p15,19,20,19.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,10,10,67.4,12.3935467078637,0.0665364583333325,0.0211157970916372,0.0936053240740734,0.053676182112388,0.573430866709163,11,1.1
track1,wtc1p15,19.25,20.25,19.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,10,10,67.5,12.4298028946561,0.0703124999999989,0.0252035262863847,0.0959201388888885,0.0569019355383642,0.593221988599057,12,1.2
track1,wtc1p15,19.5,20.5,20,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,10,10,66.3,12.0374415886433,0.0752604166666657,0.0251196740178354,0.0953414351851845,0.0569308960053335,0.597126484353365,11,1.1
track1,wtc1p15,19.75,20.75,20.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,65.1818181818182,7.44067445623287,0.071496212121211,0.0248384438222048,0.0972656249999996,0.0557182472968983,0.572846237269318,11,1
track1,wtc1p15,20,21,20.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,63.25,7.13665314988883,0.0745442708333324,0.0262428603524833,0.0793087121212117,0.0462100351149857,0.582660263658808,13,1.08333333333333
track1,wtc1p15,20.25,21.25,20.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,63.0833333333333,6.24439142290298,0.0757378472222217,0.0258446222712187,0.0801373106060601,0.0463013350188357,0.577775004784529,13,1.08333333333333
track1,wtc1p15,20.5,21.5,21,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,62.4166666666667,5.88462300226513,0.078450520833333,0.0296771407115316,0.080492424242424,0.0465403934963942,0.578195947437557,12,1
track1,wtc1p15,20.75,21.75,21.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,63.25,5.75444492228715,0.0839843749999997,0.0286646589311346,0.0814393939393935,0.0481713243896209,0.591499052970231,13,1.08333333333333
track1,wtc1p15,21,22,21.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,63.5,5.8231512868112,0.0828993055555554,0.0286691393942865,0.0852272727272721,0.0495557372037212,0.581453983190333,13,1.08333333333333
track1,wtc1p15,21.25,22.25,21.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,63.25,5.75444492228715,0.0853949652777777,0.0273040292156614,0.0829782196969692,0.0509848047332113,0.614435991991685,13,1.08333333333333
track1,wtc1p15,21.5,22.5,22,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,63.25,5.75444492228715,0.0817057291666664,0.0238166732292688,0.083570075757575,0.0513747970500915,0.614751112576737,13,1.08333333333333
track1,wtc1p15,21.75,22.75,22.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,11,11,62.2727272727273,6.14964891828646,0.0735085227272727,0.0242995657978499,0.0792968749999993,0.0477014101827203,0.601554729397857,12,1.09090909090909
track1,wtc1p15,22,23,22.5,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,62.4166666666667,5.88462300226513,0.0700954861111113,0.0226538915235921,0.0776515151515149,0.044903086073986,0.578264132855236,13,1.08333333333333
track1,wtc1p15,22.25,23.25,22.75,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,62,6.66060330327789,0.0655381944444446,0.02274555536998,0.0802556818181818,0.0423858534946249,0.528135236463999,14,1.16666666666667
track1,wtc1p15,22.5,23.5,23,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,12,12,62.8333333333333,7.13293683406687,0.066840277777778,0.0242159072269902,0.0828598484848487,0.0436082180202123,0.526288894049647,13,1.08333333333333
track1,wtc1p15,22.75,23.75,23.25,wtc1p15_cut-ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,13,13,63.8461538461538,7.67947647788304,0.0769230769230766,0.0283007821908504,0.0818142361111113,0.0435577646299618,0.53239835388558,13,1
